model,architecture_slug,image_path,filename,true_class,predicted_class,confidence,uncertainty,margin
MobileNetV2,mobilenet_v2,data/dataset/Non_Demented/non_2721.jpg,non_2721.jpg,Non_Demented,Non_Demented,0.6013674736022949,0.524718035886524,0.2150116264820099
MobileNetV2,mobilenet_v2,data/dataset/Non_Demented/non_274.jpg,non_274.jpg,Non_Demented,Non_Demented,0.6771737337112427,0.4542966438030315,0.35443463921546936
MobileNetV2,mobilenet_v2,data/dataset/Non_Demented/non_2762.jpg,non_2762.jpg,Non_Demented,Non_Demented,0.6854404807090759,0.4608897707065081,0.3736450672149658
MobileNetV2,mobilenet_v2,data/dataset/Non_Demented/non_2211.jpg,non_2211.jpg,Non_Demented,Non_Demented,0.5571805834770203,0.4985208215895094,0.11494582891464233
MobileNetV2,mobilenet_v2,data/dataset/Very_Mild_Demented/verymild_1072.jpg,verymild_1072.jpg,Very_Mild_Demented,Very_Mild_Demented,0.6551413536071777,0.4787532216906636,0.3134705126285553
MobileNetV2,mobilenet_v2,data/dataset/Very_Mild_Demented/verymild_8.jpg,verymild_8.jpg,Very_Mild_Demented,Very_Mild_Demented,0.6929801106452942,0.44859606386187006,0.3866431713104248
MobileNetV2,mobilenet_v2,data/dataset/Very_Mild_Demented/verymild_1229.jpg,verymild_1229.jpg,Very_Mild_Demented,Very_Mild_Demented,0.6634200215339661,0.4824164521540414,0.3327598571777344
MobileNetV2,mobilenet_v2,data/dataset/Very_Mild_Demented/verymild_1773.jpg,verymild_1773.jpg,Very_Mild_Demented,Very_Mild_Demented,0.6093626618385315,0.5399223341187015,0.2388768196105957
MobileNetV2,mobilenet_v2,data/dataset/Very_Mild_Demented/verymild_779.jpg,verymild_779.jpg,Very_Mild_Demented,Very_Mild_Demented,0.5740090012550354,0.5496154053083175,0.16753992438316345
MobileNetV2,mobilenet_v2,data/dataset/Very_Mild_Demented/verymild_1280.jpg,verymild_1280.jpg,Very_Mild_Demented,Very_Mild_Demented,0.6387484669685364,0.4958268423507316,0.2839951515197754
MobileNetV2,mobilenet_v2,data/dataset/Very_Mild_Demented/verymild_1443.jpg,verymild_1443.jpg,Very_Mild_Demented,Very_Mild_Demented,0.5344429612159729,0.4983900287835282,0.06889772415161133
MobileNetV2,mobilenet_v2,data/dataset/Very_Mild_Demented/verymild_309.jpg,verymild_309.jpg,Very_Mild_Demented,Very_Mild_Demented,0.4944208264350891,0.6802444838058621,0.0870225727558136
MobileNetV2,mobilenet_v2,data/dataset/Very_Mild_Demented/verymild_804.jpg,verymild_804.jpg,Very_Mild_Demented,Very_Mild_Demented,0.6093357801437378,0.48543840230801455,0.21916764974594116
MobileNetV2,mobilenet_v2,data/dataset/Very_Mild_Demented/verymild_1880.jpg,verymild_1880.jpg,Very_Mild_Demented,Very_Mild_Demented,0.5578884482383728,0.49630878073411194,0.11595010757446289
MobileNetV2,mobilenet_v2,data/dataset/Very_Mild_Demented/verymild_1534.jpg,verymild_1534.jpg,Very_Mild_Demented,Very_Mild_Demented,0.6874597668647766,0.4641055883036663,0.37905338406562805
MobileNetV2,mobilenet_v2,data/dataset/Very_Mild_Demented/verymild_1754.jpg,verymild_1754.jpg,Very_Mild_Demented,Very_Mild_Demented,0.6029230952262878,0.49873463902019455,0.20916634798049927
MobileNetV2,mobilenet_v2,data/dataset/Very_Mild_Demented/verymild_373.jpg,verymild_373.jpg,Very_Mild_Demented,Very_Mild_Demented,0.5419869422912598,0.4976367877684118,0.08399567008018494
EfficientNet-B0,efficientnet_b0,data/dataset/Mild_Demented/mild_424.jpg,mild_424.jpg,Mild_Demented,Mild_Demented,0.6996637582778931,0.4580992232092709,0.4037707448005676
EfficientNet-B0,efficientnet_b0,data/dataset/Mild_Demented/mild_230.jpg,mild_230.jpg,Mild_Demented,Mild_Demented,0.6151258945465088,0.5238179646832335,0.243784099817276
EfficientNet-B0,efficientnet_b0,data/dataset/Mild_Demented/mild_749.jpg,mild_749.jpg,Mild_Demented,Mild_Demented,0.5305774211883545,0.5046404802551607,0.06225752830505371
EfficientNet-B0,efficientnet_b0,data/dataset/Non_Demented/non_56.jpg,non_56.jpg,Non_Demented,Non_Demented,0.5765584707260132,0.4915618875876476,0.1531224250793457
EfficientNet-B0,efficientnet_b0,data/dataset/Non_Demented/non_2859.jpg,non_2859.jpg,Non_Demented,Non_Demented,0.5299671292304993,0.49890275206141294,0.059958457946777344
EfficientNet-B0,efficientnet_b0,data/dataset/Non_Demented/non_36.jpg,non_36.jpg,Non_Demented,Non_Demented,0.6680225729942322,0.5661990044004147,0.38325706124305725
EfficientNet-B0,efficientnet_b0,data/dataset/Non_Demented/non_891.jpg,non_891.jpg,Non_Demented,Non_Demented,0.6616547107696533,0.46293593429514834,0.32351410388946533
EfficientNet-B0,efficientnet_b0,data/dataset/Non_Demented/non_2713.jpg,non_2713.jpg,Non_Demented,Non_Demented,0.6496970057487488,0.4671854106196548,0.2993955612182617
EfficientNet-B0,efficientnet_b0,data/dataset/Non_Demented/non_2671.jpg,non_2671.jpg,Non_Demented,Non_Demented,0.5826659798622131,0.4903656192639086,0.16536566615104675
EfficientNet-B0,efficientnet_b0,data/dataset/Non_Demented/non_2759.jpg,non_2759.jpg,Non_Demented,Non_Demented,0.6284289956092834,0.4760370996855872,0.256869912147522
EfficientNet-B0,efficientnet_b0,data/dataset/Non_Demented/non_159.jpg,non_159.jpg,Non_Demented,Non_Demented,0.6425803303718567,0.4702604604170818,0.2851606607437134
EfficientNet-B0,efficientnet_b0,data/dataset/Very_Mild_Demented/verymild_1469.jpg,verymild_1469.jpg,Very_Mild_Demented,Very_Mild_Demented,0.6749314069747925,0.491852796241582,0.3612547218799591
EfficientNet-B0,efficientnet_b0,data/dataset/Very_Mild_Demented/verymild_429.jpg,verymild_429.jpg,Very_Mild_Demented,Very_Mild_Demented,0.6876301765441895,0.47666255759111253,0.38258665800094604
EfficientNet-B0,efficientnet_b0,data/dataset/Very_Mild_Demented/verymild_51.jpg,verymild_51.jpg,Very_Mild_Demented,Very_Mild_Demented,0.6889513731002808,0.49594164077018255,0.39294493198394775
EfficientNet-B0,efficientnet_b0,data/dataset/Very_Mild_Demented/verymild_478.jpg,verymild_478.jpg,Very_Mild_Demented,Very_Mild_Demented,0.5867971777915955,0.4998530421987554,0.17593875527381897
EfficientNet-B0,efficientnet_b0,data/dataset/Very_Mild_Demented/verymild_656.jpg,verymild_656.jpg,Very_Mild_Demented,Very_Mild_Demented,0.624570906162262,0.48381118845687604,0.2503519058227539
ResNet18,resnet18,data/dataset/Mild_Demented/mild_165.jpg,mild_165.jpg,Mild_Demented,Mild_Demented,0.5261631011962891,0.6074924688292022,0.09729549288749695
ResNet18,resnet18,data/dataset/Non_Demented/non_594.jpg,non_594.jpg,Non_Demented,Non_Demented,0.6498941779136658,0.4672355005667186,0.2998080551624298
ResNet18,resnet18,data/dataset/Non_Demented/non_588.jpg,non_588.jpg,Non_Demented,Non_Demented,0.6077618598937988,0.485968108872672,0.21602526307106018
ResNet18,resnet18,data/dataset/Non_Demented/non_1304.jpg,non_1304.jpg,Non_Demented,Non_Demented,0.6280423402786255,0.47651065391473796,0.2561417818069458
ResNet18,resnet18,data/dataset/Non_Demented/non_2402.jpg,non_2402.jpg,Non_Demented,Non_Demented,0.5536096096038818,0.49647728073629477,0.10730496048927307
ResNet18,resnet18,data/dataset/Non_Demented/non_2211.jpg,non_2211.jpg,Non_Demented,Non_Demented,0.40731340646743774,0.7931945627123015,0.09071856737136841
ResNet18,resnet18,data/dataset/Very_Mild_Demented/verymild_1350.jpg,verymild_1350.jpg,Very_Mild_Demented,Very_Mild_Demented,0.5630106925964355,0.5078880716470658,0.12897825241088867
ResNet18,resnet18,data/dataset/Very_Mild_Demented/verymild_1359.jpg,verymild_1359.jpg,Very_Mild_Demented,Very_Mild_Demented,0.5447768568992615,0.49791535666714687,0.08966824412345886
ResNet18,resnet18,data/dataset/Very_Mild_Demented/verymild_1221.jpg,verymild_1221.jpg,Very_Mild_Demented,Very_Mild_Demented,0.6961085200309753,0.4590521790777017,0.3962770104408264
ResNet18,resnet18,data/dataset/Very_Mild_Demented/verymild_656.jpg,verymild_656.jpg,Very_Mild_Demented,Very_Mild_Demented,0.5821027159690857,0.511697487363677,0.1697637140750885
