filepath,filename,canonical_class,original_class,width,height,channels,file_extension,file_size_bytes,sha256
data/dataset/Mild_Demented/mild_136.jpg,mild_136.jpg,Mild Demented,MildDemented,128,128,1,.jpg,3973,ae8215973aba7a2f37826207d14be9cccbcb0ef90534e0546bbfc91bdb5c69f7
data/dataset/Mild_Demented/mild_137.jpg,mild_137.jpg,Mild Demented,MildDemented,128,128,1,.jpg,3779,d29c79e782e14b493bc502832f863ee23352d2e0db31860f65205226637f8e41
data/dataset/Mild_Demented/mild_138.jpg,mild_138.jpg,Mild Demented,MildDemented,128,128,1,.jpg,3914,de0a72453d20d40302cf3002e2b376fc438ac5b54a05c46885ccf3b59faeeacc
data/dataset/Mild_Demented/mild_139.jpg,mild_139.jpg,Mild Demented,MildDemented,128,128,1,.jpg,4004,19933d76f4368d32cf3473d953f2d615e0ded10f392f26f56c69224c9b53080a
data/dataset/Mild_Demented/mild_14.jpg,mild_14.jpg,Mild Demented,MildDemented,128,128,1,.jpg,4186,904ff76e7d2853cd2f27ad73890c76583dceed7a2878339303cfe956e16edc2a
data/dataset/Mild_Demented/mild_140.jpg,mild_140.jpg,Mild Demented,MildDemented,128,128,1,.jpg,3792,0b8fac1bac649efb2829e555645837aa1d38ef5533ab9e128eaeae4376e25e5f
data/dataset/Mild_Demented/mild_141.jpg,mild_141.jpg,Mild Demented,MildDemented,128,128,1,.jpg,3951,c0cd6e444914979cfcde293dcb52678d13468402c6f02b3a91e1761b0716a445
data/dataset/Mild_Demented/mild_142.jpg,mild_142.jpg,Mild Demented,MildDemented,128,128,1,.jpg,4133,4125fb17fcc9664511942a400126cfed0eb49afe27b5628767e5e3d73fce332a
data/dataset/Mild_Demented/mild_143.jpg,mild_143.jpg,Mild Demented,MildDemented,128,128,1,.jpg,4063,9c8752927677c14f4c1cb212a6a6ce39e37ab91805ab7da754d305456cbbc9a0
data/dataset/Mild_Demented/mild_144.jpg,mild_144.jpg,Mild Demented,MildDemented,128,128,1,.jpg,4038,935bc46cc6a665751cfbfe21c51e3da1a096ef8a2e1f08ca88c9182a4b1d61b9
data/dataset/Mild_Demented/mild_145.jpg,mild_145.jpg,Mild Demented,MildDemented,128,128,1,.jpg,3783,e0bc2fc98e559e30da73746aa5c58b163177b75fffdb733183f6fd62956b7502
data/dataset/Mild_Demented/mild_146.jpg,mild_146.jpg,Mild Demented,MildDemented,128,128,1,.jpg,4216,ea180123325117a2fa6757b681da64f2495fc9482e37b9983c4553509c8ee275
data/dataset/Mild_Demented/mild_147.jpg,mild_147.jpg,Mild Demented,MildDemented,128,128,1,.jpg,4062,03def7ff6a0f52171e4e9fb39ee29e54eed165289b3f1a015d17bf635460b77f
data/dataset/Mild_Demented/mild_148.jpg,mild_148.jpg,Mild Demented,MildDemented,128,128,1,.jpg,4099,d5ee209a16606fb994d30d52803019a0cea4c2ac98477696185b519c5936766c
data/dataset/Mild_Demented/mild_149.jpg,mild_149.jpg,Mild Demented,MildDemented,128,128,1,.jpg,4001,dbad639550fdfed2eaad73674c6fcaf970ed7b12daa3bbc233c58be6c0d46e3e
data/dataset/Mild_Demented/mild_15.jpg,mild_15.jpg,Mild Demented,MildDemented,128,128,1,.jpg,4145,bfdbad373f9b35e50f7beda0333741b744e300d0fc473236373991b2e87120fb
data/dataset/Mild_Demented/mild_150.jpg,mild_150.jpg,Mild Demented,MildDemented,128,128,1,.jpg,3984,e2417afe1f464b8c1a530a7f6e092f476efb04355aa867080d62f49e8183e392
data/dataset/Mild_Demented/mild_151.jpg,mild_151.jpg,Mild Demented,MildDemented,128,128,1,.jpg,3997,75fcd1194dc8f5156e2666af83e7192119b9d9733fd41ac8e0b7ab84aced136b
data/dataset/Mild_Demented/mild_152.jpg,mild_152.jpg,Mild Demented,MildDemented,128,128,1,.jpg,4161,a73d1ca0c41431ce877f2cd2a79be78f274af484c0cd5c27a706510966cbebc1
data/dataset/Mild_Demented/mild_153.jpg,mild_153.jpg,Mild Demented,MildDemented,128,128,1,.jpg,3909,54a91d3bc0ed4b2d3dd0cba82956bfcae24680fd0ac3ddcb8c35c7ccb1f95555
data/dataset/Mild_Demented/mild_154.jpg,mild_154.jpg,Mild Demented,MildDemented,128,128,1,.jpg,4064,6c0950cfd995a731a562c238d8365270e3030c48da1883f85bac8d2265ca9159
data/dataset/Mild_Demented/mild_155.jpg,mild_155.jpg,Mild Demented,MildDemented,128,128,1,.jpg,3900,16c439506311267cdb8aa845ee0a0337f9e8d69ad998653340ee1c1bc6e182eb
data/dataset/Mild_Demented/mild_156.jpg,mild_156.jpg,Mild Demented,MildDemented,128,128,1,.jpg,4032,58b290350354826e4c95a12b1313e2806bc7df36bc1e5f7c6f094162823bc04a
data/dataset/Mild_Demented/mild_157.jpg,mild_157.jpg,Mild Demented,MildDemented,128,128,1,.jpg,3996,97672806ff532045ead17eaa2c24277487f0d5aeca8d30e6fb9d14fa5b71c969
data/dataset/Mild_Demented/mild_158.jpg,mild_158.jpg,Mild Demented,MildDemented,128,128,1,.jpg,3916,4a7cf5fae42f0d2c151a5d68671752017f353d9efe04c6ec40b9e3a0ed485f28
data/dataset/Mild_Demented/mild_159.jpg,mild_159.jpg,Mild Demented,MildDemented,128,128,1,.jpg,3869,d7ff5fef0fec8c0bb0223226ba1c16c6022768718f645fb6bb8829989aecc80a
data/dataset/Mild_Demented/mild_16.jpg,mild_16.jpg,Mild Demented,MildDemented,128,128,1,.jpg,4152,9b1b68c7ef0f4ed1d8ff716a93b1271ae683f0e96c9b99af9ee0460c2a291354
data/dataset/Mild_Demented/mild_160.jpg,mild_160.jpg,Mild Demented,MildDemented,128,128,1,.jpg,4011,4e665a8ebb3dd5c2f534dbe93f074bc6e0464e92d8db1fff22f9aa763c9fd081
data/dataset/Mild_Demented/mild_161.jpg,mild_161.jpg,Mild Demented,MildDemented,128,128,1,.jpg,4040,dc3cf88d773e1f57159e35559afe20784f96d204133c3e6e48a886303155ceb8
data/dataset/Mild_Demented/mild_162.jpg,mild_162.jpg,Mild Demented,MildDemented,128,128,1,.jpg,4077,6489d8a7c04272f337edd5e16f9a232bbc4fca8fe02b90fb40540c60e59636ff
data/dataset/Mild_Demented/mild_163.jpg,mild_163.jpg,Mild Demented,MildDemented,128,128,1,.jpg,3589,c8ffde773ed0b525661baa450b591af7dcc91d2a6b9f930fe56f04c98deaabcc
data/dataset/Mild_Demented/mild_164.jpg,mild_164.jpg,Mild Demented,MildDemented,128,128,1,.jpg,3900,09febb9d57123e668d4a0a152ad8c5949958f0f22b055ff4501480dc9740daea
data/dataset/Mild_Demented/mild_165.jpg,mild_165.jpg,Mild Demented,MildDemented,128,128,1,.jpg,3779,42e245de7b2ce679dc9a05a8e1c16d0bbaa50140926b088af5852b1fe0fd3c04
data/dataset/Mild_Demented/mild_166.jpg,mild_166.jpg,Mild Demented,MildDemented,128,128,1,.jpg,3830,ee573015f3ede5afd4b5a772d7936edf2cd1dbcb5bf34c3c4386896d95641bb7
data/dataset/Mild_Demented/mild_167.jpg,mild_167.jpg,Mild Demented,MildDemented,128,128,1,.jpg,3960,6a316a144a57e3e23d6404a5f3945e29605ff28b897e847db32ba18d218c5252
data/dataset/Mild_Demented/mild_168.jpg,mild_168.jpg,Mild Demented,MildDemented,128,128,1,.jpg,3795,160635bc3e3133f6cff75441ba2e12f43f907b6fb779c8f3d668090f49becdba
data/dataset/Mild_Demented/mild_169.jpg,mild_169.jpg,Mild Demented,MildDemented,128,128,1,.jpg,3895,3ab22d5be68e767be015fb1599d7c969af8d2a65e77bf226ed7e1ae48c15a97d
data/dataset/Mild_Demented/mild_17.jpg,mild_17.jpg,Mild Demented,MildDemented,128,128,1,.jpg,4229,68be67f6132187a2fd4cdb95d2f0b56946d1f7b5aeef08ff3b5784b3cbdda176
data/dataset/Mild_Demented/mild_170.jpg,mild_170.jpg,Mild Demented,MildDemented,128,128,1,.jpg,4115,9dbef70ada4237f08b272ec0668441c783ddb77daaab36bd9711d635443cdf87
data/dataset/Mild_Demented/mild_171.jpg,mild_171.jpg,Mild Demented,MildDemented,128,128,1,.jpg,4081,39fc68bf1a347365797290f384f572392bbca206922f8cd40f88652cb6f975a4
data/dataset/Mild_Demented/mild_172.jpg,mild_172.jpg,Mild Demented,MildDemented,128,128,1,.jpg,3976,331716d806b1463c5490a365d97587158ff152340997ff4747c7efd431e23fb5
data/dataset/Mild_Demented/mild_173.jpg,mild_173.jpg,Mild Demented,MildDemented,128,128,1,.jpg,3728,4b0e74834d4a4b527df456a329bee3702a0415183047661c45c34a655d82e1a0
data/dataset/Mild_Demented/mild_174.jpg,mild_174.jpg,Mild Demented,MildDemented,128,128,1,.jpg,4199,395e26d0c37dbd20bf953069f80c86ea5228ae6830ab2412f3516da35765fc42
data/dataset/Mild_Demented/mild_175.jpg,mild_175.jpg,Mild Demented,MildDemented,128,128,1,.jpg,3972,156ba071deaf69da0d69abc115d9169cf8106dbac6797d3a33a1f5192ac702b0
data/dataset/Mild_Demented/mild_176.jpg,mild_176.jpg,Mild Demented,MildDemented,128,128,1,.jpg,4012,59ddc23daa193d9347fb8ada86dd4082c7a7b254f0275375459a38a9ae50373e
data/dataset/Mild_Demented/mild_177.jpg,mild_177.jpg,Mild Demented,MildDemented,128,128,1,.jpg,4012,366b40f85f463011d250a475802b76366a35a570be8d00106b5d691bdd8468f7
data/dataset/Mild_Demented/mild_178.jpg,mild_178.jpg,Mild Demented,MildDemented,128,128,1,.jpg,4013,ad3914e9809e564479b4aa24ad6e6800e7981f257706a81491bd9a36a308dc80
data/dataset/Mild_Demented/mild_179.jpg,mild_179.jpg,Mild Demented,MildDemented,128,128,1,.jpg,3904,837ec2b6b97a802f30be921dca455b92add5489a51ceb6aeb602b4c80c9870cf
data/dataset/Mild_Demented/mild_18.jpg,mild_18.jpg,Mild Demented,MildDemented,128,128,1,.jpg,4162,2a7f33a9ff590397a76858fc3562a4ee10e36e948b2739d110fabd0260e95c5c
data/dataset/Mild_Demented/mild_180.jpg,mild_180.jpg,Mild Demented,MildDemented,128,128,1,.jpg,3850,08e531cf1178e4930db898d23e04f637a5c83cc2e9048b42ea3d96f5148a48c9
data/dataset/Mild_Demented/mild_181.jpg,mild_181.jpg,Mild Demented,MildDemented,128,128,1,.jpg,4682,ed64b6ffb7ea520bfcd61235a580826608ef33ed706c25be5977c7d7801bdd03
data/dataset/Mild_Demented/mild_182.jpg,mild_182.jpg,Mild Demented,MildDemented,128,128,1,.jpg,4564,e6b82b73131a47fdef6b239cea6d1b171aaa43ef9c4cf7a749b65660b7a24810
data/dataset/Mild_Demented/mild_183.jpg,mild_183.jpg,Mild Demented,MildDemented,128,128,1,.jpg,4269,20d38289b050f6b69d5247d50312daa48b68ba235d23c42d0f9f7c9dfe28794c
data/dataset/Mild_Demented/mild_184.jpg,mild_184.jpg,Mild Demented,MildDemented,128,128,1,.jpg,4392,056848fedf24c242ab39071e6dadee4e0b9a1da6d430e116942dc709aace9a67
data/dataset/Mild_Demented/mild_185.jpg,mild_185.jpg,Mild Demented,MildDemented,128,128,1,.jpg,4651,31d3db09006a2c61f0d6786234dfefd305aa5b5926daed0149658fa2f520bc50
data/dataset/Mild_Demented/mild_186.jpg,mild_186.jpg,Mild Demented,MildDemented,128,128,1,.jpg,4534,ceca461e0da432bc962e9de1e40eb89445dc395001ca083900d93a9c2a883774
data/dataset/Mild_Demented/mild_187.jpg,mild_187.jpg,Mild Demented,MildDemented,128,128,1,.jpg,4444,eec3fd51ad845429a8cdd0cf8b6fec572095cff157233dbec493a0612830b3f6
data/dataset/Mild_Demented/mild_188.jpg,mild_188.jpg,Mild Demented,MildDemented,128,128,1,.jpg,4437,4027d6edc9dbdf74353317919377bb92843f8be4634c56d2c45000f3c325fff9
data/dataset/Mild_Demented/mild_189.jpg,mild_189.jpg,Mild Demented,MildDemented,128,128,1,.jpg,4477,fbf8bd6a990dd742f787c6222fa0b70b3654af158a23ca0a734c59f777b99723
data/dataset/Mild_Demented/mild_19.jpg,mild_19.jpg,Mild Demented,MildDemented,128,128,1,.jpg,4199,a58e246ac4ae360cd87833584048acf6c8cd710fc827125e1d19ce4fb4be2c16
data/dataset/Mild_Demented/mild_190.jpg,mild_190.jpg,Mild Demented,MildDemented,128,128,1,.jpg,4492,fec87c08e0907cccb2b353f9947d1bb68c5710be54c0e021a18c7722e045624c
data/dataset/Mild_Demented/mild_191.jpg,mild_191.jpg,Mild Demented,MildDemented,128,128,1,.jpg,4636,d87682af224e4b3476ce09d4c74955b3d50a886f3b6b6378cc27fb9bbc60607b
data/dataset/Mild_Demented/mild_192.jpg,mild_192.jpg,Mild Demented,MildDemented,128,128,1,.jpg,4289,df65c77264f5c845a801218f920e0414d2c65de4b341a56c8add8c22eac151e7
data/dataset/Mild_Demented/mild_193.jpg,mild_193.jpg,Mild Demented,MildDemented,128,128,1,.jpg,4559,a69b25bdc6249fe482942f8ddca2fffd5d6137ab3394172288946783520a75de
data/dataset/Mild_Demented/mild_194.jpg,mild_194.jpg,Mild Demented,MildDemented,128,128,1,.jpg,4556,5d99b57fcff862f8f00e5724f751d743e0b6de103d8aa9c988f836a5473d467e
data/dataset/Mild_Demented/mild_195.jpg,mild_195.jpg,Mild Demented,MildDemented,128,128,1,.jpg,4723,b4ad218a8059e075d6c458a506666f245b10d456f16e6bf51f335646fcf38e75
data/dataset/Mild_Demented/mild_196.jpg,mild_196.jpg,Mild Demented,MildDemented,128,128,1,.jpg,4488,362a4febbd60c807063e6ce669494c997ef06a6dd97da3524e867d4b443d81a4
data/dataset/Mild_Demented/mild_197.jpg,mild_197.jpg,Mild Demented,MildDemented,128,128,1,.jpg,4132,970891783c5554b083d1a23b8791cd3562a06212d08e8f883150e9a0dcfe9f2f
data/dataset/Mild_Demented/mild_198.jpg,mild_198.jpg,Mild Demented,MildDemented,128,128,1,.jpg,4493,2fef2be0fae638a24c52b74f594e88f940a4a49d2da90dd298633081c7427a11
data/dataset/Mild_Demented/mild_199.jpg,mild_199.jpg,Mild Demented,MildDemented,128,128,1,.jpg,4622,fa9c435c02a59c72443609f8863f25e5d5c4ea2e3cbc9a1140c8d9c96f62619b
data/dataset/Mild_Demented/mild_2.jpg,mild_2.jpg,Mild Demented,MildDemented,128,128,1,.jpg,4306,de474b1b182dfc2700ff108d44fef2893d69e73d44f6c7e10a0959b760055370
data/dataset/Mild_Demented/mild_20.jpg,mild_20.jpg,Mild Demented,MildDemented,128,128,1,.jpg,4072,1eabf6b27f887f5f98e771114b0d4a2d9282c776692bae69adf3a55067ca20f1
data/dataset/Mild_Demented/mild_200.jpg,mild_200.jpg,Mild Demented,MildDemented,128,128,1,.jpg,4505,73b2960b39caded181e92d4b9dbbf94359b4427a7213e611f763c37d838d5ef1
data/dataset/Mild_Demented/mild_201.jpg,mild_201.jpg,Mild Demented,MildDemented,128,128,1,.jpg,4492,166ad3b16b06e5193c9bd2d8739443b74a33e6f2832bcd45f8e199ddc6620928
data/dataset/Mild_Demented/mild_202.jpg,mild_202.jpg,Mild Demented,MildDemented,128,128,1,.jpg,4484,9397f61434ba829837c2fb2c4b5849e3a1c2653dc46e5867a1cbe2bde875d954
data/dataset/Mild_Demented/mild_203.jpg,mild_203.jpg,Mild Demented,MildDemented,128,128,1,.jpg,4506,8b87ad09aee6ede000d393c73a43941ff1f103babe42bda3b2bc013944d0add6
data/dataset/Mild_Demented/mild_204.jpg,mild_204.jpg,Mild Demented,MildDemented,128,128,1,.jpg,4487,362f087fc759bf0240ac11a9ac4f0c8315b039db31db7558ed982d55d65189a3
data/dataset/Mild_Demented/mild_205.jpg,mild_205.jpg,Mild Demented,MildDemented,128,128,1,.jpg,4397,c88b37be771ecc181371e6275f15f4587fd188877b76002a5c38ccf94000b10b
data/dataset/Mild_Demented/mild_206.jpg,mild_206.jpg,Mild Demented,MildDemented,128,128,1,.jpg,4549,7027eae84e7ba83b40d49e730e0ba12276de4a28738f2cb88c26164d08dac860
data/dataset/Mild_Demented/mild_207.jpg,mild_207.jpg,Mild Demented,MildDemented,128,128,1,.jpg,4366,78e29c4410cb004e75c18c88d1220ac3e5c62b70b149ee5aedfe8d4a899253ca
data/dataset/Mild_Demented/mild_208.jpg,mild_208.jpg,Mild Demented,MildDemented,128,128,1,.jpg,4108,9a65e25f2d0fa94f17216fa5a7f0ca7a22288af50aeec5ed4f5b1cfff8964011
data/dataset/Mild_Demented/mild_209.jpg,mild_209.jpg,Mild Demented,MildDemented,128,128,1,.jpg,4688,5472feef97d8e85d3d760335b548b94ea6701df5592bc6e384b64f6786d58cfe
data/dataset/Mild_Demented/mild_21.jpg,mild_21.jpg,Mild Demented,MildDemented,128,128,1,.jpg,4296,cc575c99666e9d6741cf39ffcb9583a8d5aa62d3df11c0d0e890d280999d9a07
data/dataset/Mild_Demented/mild_210.jpg,mild_210.jpg,Mild Demented,MildDemented,128,128,1,.jpg,4537,e7a21bbb72f7c409aaea4a543176f1941f1855c505a11356f56ab7b06070307b
data/dataset/Mild_Demented/mild_211.jpg,mild_211.jpg,Mild Demented,MildDemented,128,128,1,.jpg,4337,28f50fd2ae86d20754099bd294c2638672775ffe47046c9510a8eb4030b1664b
data/dataset/Mild_Demented/mild_212.jpg,mild_212.jpg,Mild Demented,MildDemented,128,128,1,.jpg,4229,40e20869d9dd4bae2dd30e11f7121d41e57511f3a8e7580581b5060d329c70eb
data/dataset/Mild_Demented/mild_213.jpg,mild_213.jpg,Mild Demented,MildDemented,128,128,1,.jpg,4590,18ce0e8b90abf2538df2798d1da020c24b648f361e3754bdfd225d2d982863bd
data/dataset/Mild_Demented/mild_214.jpg,mild_214.jpg,Mild Demented,MildDemented,128,128,1,.jpg,4523,4b5b0d2561002d8904e9d58917c6b7ae1e661a085610280df6ed7123512d61c4
data/dataset/Mild_Demented/mild_215.jpg,mild_215.jpg,Mild Demented,MildDemented,128,128,1,.jpg,4511,facb89c9a67064e18fbd2f7863d70f79d772c823c9cb66d7e1431be83d901b77
data/dataset/Mild_Demented/mild_216.jpg,mild_216.jpg,Mild Demented,MildDemented,128,128,1,.jpg,4493,22f685102cacf65462c79075899f31cc3029ea8a051cf31d4325bf7932416944
data/dataset/Mild_Demented/mild_217.jpg,mild_217.jpg,Mild Demented,MildDemented,128,128,1,.jpg,4484,2f412355240f02cce112fc8eac30946f6be3fcdb64d82cb54bc3a3ea1026606e
data/dataset/Mild_Demented/mild_218.jpg,mild_218.jpg,Mild Demented,MildDemented,128,128,1,.jpg,4426,bd9519d34a0dc53cf415eec021fa31825066187d72e0bb7015ce280a8dc8b4c8
data/dataset/Mild_Demented/mild_219.jpg,mild_219.jpg,Mild Demented,MildDemented,128,128,1,.jpg,4741,6e6395a8fadc28b5680be84348c102de7fdc3accb9efb697e2cb6ded42e06243
data/dataset/Mild_Demented/mild_22.jpg,mild_22.jpg,Mild Demented,MildDemented,128,128,1,.jpg,4231,778ecb74d5d8a9b6da00a53ecdf142d078611eaf44044c7b65d00c8add03b23b
data/dataset/Mild_Demented/mild_220.jpg,mild_220.jpg,Mild Demented,MildDemented,128,128,1,.jpg,4565,f535b5ab33919561de0904f1d7c7c59d9ff1a9ac2db243861a4ae9ab3b6d0014
data/dataset/Mild_Demented/mild_221.jpg,mild_221.jpg,Mild Demented,MildDemented,128,128,1,.jpg,4537,31556f7a4693bf02634a11eede357c8f7dc644ebe31cd544573fe689a6badf25
