filepath,filename,canonical_class,original_class,width,height,channels,sha256,split
data/dataset/Mild_Demented/mild_43.jpg,mild_43.jpg,Mild Demented,MildDemented,128,128,1,06d6d7a094c318c87382f956a79c350f8ae0c8e4241ab966e7441a305a32e88c,train
data/dataset/Mild_Demented/mild_559.jpg,mild_559.jpg,Mild Demented,MildDemented,128,128,1,5a07a7b9bf0275d512df63545d27db846a11652b08f922b4d4bbd5685834a2ff,train
data/dataset/Mild_Demented/mild_161.jpg,mild_161.jpg,Mild Demented,MildDemented,128,128,1,dc3cf88d773e1f57159e35559afe20784f96d204133c3e6e48a886303155ceb8,train
data/dataset/Mild_Demented/mild_857.jpg,mild_857.jpg,Mild Demented,MildDemented,128,128,1,986a4c9a950c6ec666555d1b1bdb0edaf7f6920f3e1a1d7957836e73ae54470f,train
data/dataset/Mild_Demented/mild_354.jpg,mild_354.jpg,Mild Demented,MildDemented,128,128,1,3ec6565ef42862d37bd1ac247cce4fc5ded152b62f0d2bf6705937eaad7124f6,train
data/dataset/Mild_Demented/mild_840.jpg,mild_840.jpg,Mild Demented,MildDemented,128,128,1,c6688a0303df874371f331a9bb82dedf8a34da3c4949a62170e89eab650318e2,train
data/dataset/Mild_Demented/mild_68.jpg,mild_68.jpg,Mild Demented,MildDemented,128,128,1,d09c8b06eb74929247cd5b748170620dd9c031f1cac6fbbc175582e6005b7262,train
data/dataset/Mild_Demented/mild_627.jpg,mild_627.jpg,Mild Demented,MildDemented,128,128,1,7a29e867bd207750f1158eecef6b8da4eb5573d960a4d72ec0ca03706c0631cc,train
data/dataset/Mild_Demented/mild_596.jpg,mild_596.jpg,Mild Demented,MildDemented,128,128,1,6fee56f1ddb99da7dbe632ee88d935b79abd311e966383fa28104a6a1d1737a7,train
data/dataset/Mild_Demented/mild_459.jpg,mild_459.jpg,Mild Demented,MildDemented,128,128,1,082481def46a2f83954bbbfe1df220cacc7c5655d864b5b9d108cf4bfde8ba97,train
data/dataset/Mild_Demented/mild_94.jpg,mild_94.jpg,Mild Demented,MildDemented,128,128,1,6377cce6d4593825afdc62ef02b86776728f38f5a953473a6c0e07c445a906b4,train
data/dataset/Mild_Demented/mild_630.jpg,mild_630.jpg,Mild Demented,MildDemented,128,128,1,4ce80b6d897b9aa6b0f348e6d2eb785d6b1420c2aae01f4874905e02528824f8,train
data/dataset/Mild_Demented/mild_385.jpg,mild_385.jpg,Mild Demented,MildDemented,128,128,1,aa120194285f483a6bc0faf9af7c3c9f1d21a1622cf0a3cd5c127ff668d3e02b,train
data/dataset/Mild_Demented/mild_555.jpg,mild_555.jpg,Mild Demented,MildDemented,128,128,1,b3e49265ceb3b97a9e37a43c3466e8fa59af71ec07eb05046eaa232c067b5aa7,train
data/dataset/Mild_Demented/mild_376.jpg,mild_376.jpg,Mild Demented,MildDemented,128,128,1,a160697ca498dfadf047c055b06ac3ec288756c087a6670bef2c4a6192da1815,train
data/dataset/Mild_Demented/mild_734.jpg,mild_734.jpg,Mild Demented,MildDemented,128,128,1,0f94041a8e7993140ed2f7713b6ac2f232b9109ef168b720cde7360856e336b3,train
data/dataset/Mild_Demented/mild_514.jpg,mild_514.jpg,Mild Demented,MildDemented,128,128,1,6980c7f47bffc77e6f58dc221c35c5a29a8a8f37a038ab537e17a088df7b904c,train
data/dataset/Mild_Demented/mild_722.jpg,mild_722.jpg,Mild Demented,MildDemented,128,128,1,46066c2f824fe257d920c26e523c91a388321a559ee50a0f390b38304195204e,train
data/dataset/Mild_Demented/mild_861.jpg,mild_861.jpg,Mild Demented,MildDemented,128,128,1,4547002f127a4b36d3f6d60f33daa5759bbea7dc1fcbeb0eb197394ac624dd21,train
data/dataset/Mild_Demented/mild_41.jpg,mild_41.jpg,Mild Demented,MildDemented,128,128,1,eb688a73dd51db05c17b0d86b6aef60c74edfe47d61d5b09ede45a27699f17ad,train
data/dataset/Mild_Demented/mild_7.jpg,mild_7.jpg,Mild Demented,MildDemented,128,128,1,dcf2e16fcfad3bdc861c6f16ecbb30f00280eea051589676699f2352e4b84a46,train
data/dataset/Mild_Demented/mild_206.jpg,mild_206.jpg,Mild Demented,MildDemented,128,128,1,7027eae84e7ba83b40d49e730e0ba12276de4a28738f2cb88c26164d08dac860,train
data/dataset/Mild_Demented/mild_405.jpg,mild_405.jpg,Mild Demented,MildDemented,128,128,1,9fd777d68f88b7978252841df94cbcdd1a57e7612604f29c1516ace7b07beda5,train
data/dataset/Mild_Demented/mild_453.jpg,mild_453.jpg,Mild Demented,MildDemented,128,128,1,db7c00069e125dbc9a5fd6e089ff42ae8c53d3cc99e5263317a9ed098b1ff0e0,train
data/dataset/Mild_Demented/mild_833.jpg,mild_833.jpg,Mild Demented,MildDemented,128,128,1,bf8d80780f050bea11b56f66762e705c07d69251c570fb783ae70a1e0dd8f3a2,train
data/dataset/Mild_Demented/mild_449.jpg,mild_449.jpg,Mild Demented,MildDemented,128,128,1,f96e12ff9d4ce5639ec36b602866f71bea5c3094740ee0f057345a49318ed783,train
data/dataset/Mild_Demented/mild_308.jpg,mild_308.jpg,Mild Demented,MildDemented,128,128,1,a7fafb98089d60869fc5354b0aae1d8925e45375761023f82af221deae541ac9,train
data/dataset/Mild_Demented/mild_575.jpg,mild_575.jpg,Mild Demented,MildDemented,128,128,1,5fbbba2ffb7bfa59ebe3a71ac29924c06fe72dc7bb4cb3a90a1f6c66363f0ffa,train
data/dataset/Mild_Demented/mild_673.jpg,mild_673.jpg,Mild Demented,MildDemented,128,128,1,0636d4eef31dded5545237c988ea9870e5be7e562d1bf9057436db0497db77ca,train
data/dataset/Mild_Demented/mild_685.jpg,mild_685.jpg,Mild Demented,MildDemented,128,128,1,7b1607e617dbaf3b3fb3390ef5ab4e6df5020dc4585e0d7227ce0991b94490ff,train
data/dataset/Mild_Demented/mild_339.jpg,mild_339.jpg,Mild Demented,MildDemented,128,128,1,d621449725a0137e510f9eabe8ce8be4e872e285fbe258d9df7d4a99767a1f4f,train
data/dataset/Mild_Demented/mild_810.jpg,mild_810.jpg,Mild Demented,MildDemented,128,128,1,5808fe4f002387383986b9782fff1f7e3a0f3b2528c5cab9a51486ddb7530a4a,train
data/dataset/Mild_Demented/mild_368.jpg,mild_368.jpg,Mild Demented,MildDemented,128,128,1,5b2700a12cb33b14325b3db82b0ad2bf4c464f9d5120f9d1081976c67425e750,train
data/dataset/Mild_Demented/mild_732.jpg,mild_732.jpg,Mild Demented,MildDemented,128,128,1,ce723082e0b2bd584aeb7571461432be7f9911c0c07861ec7e6d0db6c0e479b5,train
data/dataset/Mild_Demented/mild_671.jpg,mild_671.jpg,Mild Demented,MildDemented,128,128,1,4cd98308f2c111e6da7db386ed5a580bf4f941ceba17dd6e6a77dd2b76e88e76,train
data/dataset/Mild_Demented/mild_393.jpg,mild_393.jpg,Mild Demented,MildDemented,128,128,1,72c564a35a4f48b44e4393fd99e95245221165e07c356a0355b5aa00d797af0f,train
data/dataset/Mild_Demented/mild_632.jpg,mild_632.jpg,Mild Demented,MildDemented,128,128,1,d3e26907ea9da5b9b99e93d0c25f0b6076e556d510ac971f7c29dfcf3d1b2e07,train
data/dataset/Mild_Demented/mild_96.jpg,mild_96.jpg,Mild Demented,MildDemented,128,128,1,105b7f3173f277b373ef245c61ca5e0211fb0ba7f65d4c474e8b6960e0ae2e40,train
data/dataset/Mild_Demented/mild_823.jpg,mild_823.jpg,Mild Demented,MildDemented,128,128,1,e0ce7392720336f91a1df4d408ccbadd7a1077a69a1100d6e243dd80ac61c14d,train
data/dataset/Mild_Demented/mild_470.jpg,mild_470.jpg,Mild Demented,MildDemented,128,128,1,5741416efe94ac98a948c61e3746460ea1c8ff820e4158c9d1d92e586008c98a,train
data/dataset/Mild_Demented/mild_587.jpg,mild_587.jpg,Mild Demented,MildDemented,128,128,1,0852f67b2fbc871fccf70457de67786bb28b042ae3ec82eabec69c82a7b209c6,train
data/dataset/Mild_Demented/mild_404.jpg,mild_404.jpg,Mild Demented,MildDemented,128,128,1,4140a2b12cca983cda01dda050dbe088640431d87b282e29d3134c9b148117e3,train
data/dataset/Mild_Demented/mild_252.jpg,mild_252.jpg,Mild Demented,MildDemented,128,128,1,aa626bdeb311b3a5d983b9944ef80bd5eb230a174b95ed6ee44052dcce1def7f,train
data/dataset/Mild_Demented/mild_654.jpg,mild_654.jpg,Mild Demented,MildDemented,128,128,1,35f2ca79d15876f54c97cdcd79dbc0151ae4329b833578b522a3aacca3cfda08,train
data/dataset/Mild_Demented/mild_98.jpg,mild_98.jpg,Mild Demented,MildDemented,128,128,1,af28983ce6d98d7d309b8b8369ddfb18495a82a5739784725044dc4738786808,train
data/dataset/Mild_Demented/mild_276.jpg,mild_276.jpg,Mild Demented,MildDemented,128,128,1,a8b115ccec9d188893f5b315420b857559e8a442bd9e60d0559c41316b0cd544,train
data/dataset/Mild_Demented/mild_703.jpg,mild_703.jpg,Mild Demented,MildDemented,128,128,1,c32b31d60097c3bd7af011b09fe8132b0b7587a04a6f1b39bcab34d26a55f080,train
data/dataset/Mild_Demented/mild_854.jpg,mild_854.jpg,Mild Demented,MildDemented,128,128,1,d7a5c52902ddecc1565fff007688904dab41ae26f7280d5d1a2e38de5c8f8a48,train
data/dataset/Mild_Demented/mild_693.jpg,mild_693.jpg,Mild Demented,MildDemented,128,128,1,b918e08f00be55265460c26d4299c5c1bd916e0c3ccbc87b3bb0c0aeea6d05c7,train
data/dataset/Mild_Demented/mild_853.jpg,mild_853.jpg,Mild Demented,MildDemented,128,128,1,7f4b1bb6af43c16c1ef69374ce937a2307748a2960cc2d8523c23bca5b9ec827,train
data/dataset/Mild_Demented/mild_809.jpg,mild_809.jpg,Mild Demented,MildDemented,128,128,1,ce167dde53a5fd4fb7d728c80973a1a6f4a4fa7b53074cc562a1dbb096d86e8a,train
data/dataset/Mild_Demented/mild_331.jpg,mild_331.jpg,Mild Demented,MildDemented,128,128,1,517ef64136d4baf05a67b13ff6b7a0feb27c48b9c13ac63cbcb5aa56a6fb63de,train
data/dataset/Mild_Demented/mild_892.jpg,mild_892.jpg,Mild Demented,MildDemented,128,128,1,7bcdbdeaeacf3cb86cd9be10db112fd741e6a6924aaaa76347c9afa3f933cff4,train
data/dataset/Mild_Demented/mild_551.jpg,mild_551.jpg,Mild Demented,MildDemented,128,128,1,6a9fb67c849308a61d88f10e65239099e91c5a0a8c85ac8cf7ccf89a16319ca0,train
data/dataset/Mild_Demented/mild_302.jpg,mild_302.jpg,Mild Demented,MildDemented,128,128,1,d4871dfed45c4efc9135007f6a7a5fa5b6d93729b97f5bb85271130690cd3715,train
data/dataset/Mild_Demented/mild_416.jpg,mild_416.jpg,Mild Demented,MildDemented,128,128,1,5637ac48d9ce13a47a2273713217d3458e9890a007430716505e193a611b1d64,train
data/dataset/Mild_Demented/mild_817.jpg,mild_817.jpg,Mild Demented,MildDemented,128,128,1,a18d19fab3eee8bd3c2b6be52c92d22bfb9c1ebf1b0e303a25cfcb0b6b72f208,train
data/dataset/Mild_Demented/mild_213.jpg,mild_213.jpg,Mild Demented,MildDemented,128,128,1,18ce0e8b90abf2538df2798d1da020c24b648f361e3754bdfd225d2d982863bd,train
data/dataset/Mild_Demented/mild_348.jpg,mild_348.jpg,Mild Demented,MildDemented,128,128,1,893a6f97acafedf49915f31cc4dd7954983b1776a11b060301b6ccc310e498dd,train
data/dataset/Mild_Demented/mild_542.jpg,mild_542.jpg,Mild Demented,MildDemented,128,128,1,d47980f4eacd3ac9208ab159b4c40186874edb027d438d0671fc31ef8a406c90,train
data/dataset/Mild_Demented/mild_441.jpg,mild_441.jpg,Mild Demented,MildDemented,128,128,1,118010e55416f8f07731ee8b59b2c8469b7c9e2be3723ae3690a62b589e83b51,train
data/dataset/Mild_Demented/mild_369.jpg,mild_369.jpg,Mild Demented,MildDemented,128,128,1,18d4fc7ff26dc05d6b751bccc3e5be86e024f6c63f268320fedb0ef4438d9603,train
data/dataset/Mild_Demented/mild_42.jpg,mild_42.jpg,Mild Demented,MildDemented,128,128,1,e9d189906e54b8339b990a4a4edcd2906ace53a7e56753408248ed289928d0ff,train
data/dataset/Mild_Demented/mild_225.jpg,mild_225.jpg,Mild Demented,MildDemented,128,128,1,8d0c5992167969621bd9e8f92a0d2dd1499dafe2b34f1a99561c0094a022696c,train
data/dataset/Mild_Demented/mild_816.jpg,mild_816.jpg,Mild Demented,MildDemented,128,128,1,f5e8b4115ee698ae364671eb3800b61330f02ebfde40b4e230d09462c70673f0,train
data/dataset/Mild_Demented/mild_867.jpg,mild_867.jpg,Mild Demented,MildDemented,128,128,1,2499f2a3cfc6f3ff57814dd8c43ce7eb103e27b429e44fabcd833ee7415cde0d,train
data/dataset/Mild_Demented/mild_151.jpg,mild_151.jpg,Mild Demented,MildDemented,128,128,1,75fcd1194dc8f5156e2666af83e7192119b9d9733fd41ac8e0b7ab84aced136b,train
data/dataset/Mild_Demented/mild_776.jpg,mild_776.jpg,Mild Demented,MildDemented,128,128,1,8cbbbfcf401e322d325ae569be42df4a3b55ce18677a0fe9c7a6b03cc36a7d5b,train
data/dataset/Mild_Demented/mild_156.jpg,mild_156.jpg,Mild Demented,MildDemented,128,128,1,58b290350354826e4c95a12b1313e2806bc7df36bc1e5f7c6f094162823bc04a,train
data/dataset/Mild_Demented/mild.jpg,mild.jpg,Mild Demented,MildDemented,128,128,1,644437874ab9ea704382560b97a0833341a732c898f34899cb05afb422b1b00f,train
data/dataset/Mild_Demented/mild_176.jpg,mild_176.jpg,Mild Demented,MildDemented,128,128,1,59ddc23daa193d9347fb8ada86dd4082c7a7b254f0275375459a38a9ae50373e,train
data/dataset/Mild_Demented/mild_826.jpg,mild_826.jpg,Mild Demented,MildDemented,128,128,1,36b286abb99bc54437adb6fc30cccccfa79ebf7875dbbc69cd2b3153877c2fe5,train
data/dataset/Mild_Demented/mild_392.jpg,mild_392.jpg,Mild Demented,MildDemented,128,128,1,19371b9ffb40c5021df1a6cd37213efe33b561f3236adcedc096896b099e0d2f,train
data/dataset/Mild_Demented/mild_492.jpg,mild_492.jpg,Mild Demented,MildDemented,128,128,1,c70133cb3e193c9f783d0f0492c6acb2ec755c7d063c22384127e83b9bbda63b,train
data/dataset/Mild_Demented/mild_232.jpg,mild_232.jpg,Mild Demented,MildDemented,128,128,1,0d45bf7c96cf475e17323a8f1ecb0d777c91626a2863592f387b5b9537e92749,train
data/dataset/Mild_Demented/mild_758.jpg,mild_758.jpg,Mild Demented,MildDemented,128,128,1,0cf0b12900c96b12dad40df4f14d6258a2977da4db69e6e92c79972df5aabea2,train
data/dataset/Mild_Demented/mild_46.jpg,mild_46.jpg,Mild Demented,MildDemented,128,128,1,b88217185cd434ed3fb0d9830130e952f8c1d4fdcde7684ab8408a657b760c00,train
data/dataset/Mild_Demented/mild_646.jpg,mild_646.jpg,Mild Demented,MildDemented,128,128,1,ed230e5800009358649ed81d24e85afe693cd837f60f3c7a1a5de053b2fd599e,train
data/dataset/Mild_Demented/mild_537.jpg,mild_537.jpg,Mild Demented,MildDemented,128,128,1,40ff631e61220a89aa9f239ac6585eaa51380033c6dfc19e6d5d64c96189ac8d,train
